distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
0.9295093937566598,1.2964768586923463,0.3611102794356013,0.0,0.0,0.0,1.0,0.0
0.6111790704933125,0.2082946114454348,3.1188842314858345,0.0,0.0,0.0,1.0,0.0
3.9560620265777664,0.5291937367177079,1.5799421059872416,1.0,0.0,0.0,0.0,0.0
21.79890208948313,0.0193992999052106,11.416909439611445,1.0,0.0,0.0,0.0,0.0
3.31063464301924,1.7078017549640825,2.028914977130713,1.0,0.0,0.0,0.0,0.0
7.57612316537179,0.3492732126208726,1.0847749185536872,1.0,1.0,0.0,0.0,0.0
241.8236233242445,0.1313012130698842,0.330608795072404,1.0,0.0,0.0,0.0,0.0
3.6469527605804273,0.4022415271811319,0.1115965660808841,1.0,1.0,0.0,1.0,0.0
58.5216981643032,0.6747231268879464,0.3469507813199377,1.0,1.0,0.0,1.0,0.0
131.56029999005267,1.8798586040689265,0.5761089559751786,1.0,0.0,0.0,1.0,1.0
18.077188735166708,0.6578445716994075,2.408504376466572,1.0,0.0,0.0,1.0,0.0
13.326826995854455,0.6267120284433659,0.9324433160376864,1.0,1.0,0.0,1.0,0.0
19.297991096280665,0.982810133601142,0.3978794862417263,1.0,0.0,0.0,1.0,0.0
14.853640028884552,0.1459200221294086,4.8024808142909725,1.0,0.0,0.0,0.0,0.0
3.2679274494769626,0.5868056723618188,0.0481099271242417,1.0,0.0,0.0,1.0,0.0
3.0784122788931305,0.5148187562530213,2.1238018041474214,1.0,0.0,0.0,1.0,0.0
8.926649665847668,7.410939082765922,3.8846112369144423,1.0,1.0,0.0,0.0,0.0
9.433337435080867,0.1285751000538341,0.6757134190891713,1.0,1.0,0.0,0.0,0.0
396.77759068345904,28.23457849954513,0.8281158230721434,1.0,1.0,0.0,1.0,0.0
8.235715190444838,0.0878861101006455,0.5740192013089946,1.0,0.0,0.0,0.0,0.0
11.546200723685502,0.5638553234672024,2.7128152174380125,1.0,1.0,0.0,1.0,0.0
2.1096695928077294,0.0373758415794986,1.7715744321592852,1.0,1.0,0.0,0.0,0.0
1.3936528228854426,1.5582290854757903,0.5654032491556671,0.0,0.0,1.0,1.0,0.0
7.881437713236532,1.34069559190529,0.5461881856780281,1.0,0.0,0.0,1.0,0.0
37.46134424748294,3.626013907193897,0.0738715878335207,1.0,1.0,0.0,1.0,0.0
10.050067300630806,1.0156522973821618,1.6975981961871065,1.0,0.0,0.0,0.0,0.0
9.225570696891031,0.3705691399060262,1.5340189649659803,1.0,0.0,0.0,0.0,0.0
7.215614760287386,0.3261222942866882,0.1129007389062418,1.0,0.0,0.0,1.0,0.0
3.39865735786218,0.8246306008588401,3.0213083559388023,1.0,1.0,0.0,1.0,0.0
4.282178314751178,1.3481261789672232,1.201864213990946,1.0,0.0,0.0,0.0,0.0
0.6800463099213373,0.1803367985589004,2.0919783966681997,0.0,1.0,0.0,1.0,0.0
37.09703812519805,1.5618768405152597,0.2135879901966902,1.0,1.0,0.0,1.0,0.0
8.550164574825676,1.4404222501922426,3.7790284166980346,1.0,1.0,0.0,1.0,0.0
0.9439507962000068,3.117389372437296,0.3752885188657567,0.0,0.0,1.0,0.0,0.0
155.53957726825254,0.0073752522343925,0.48676623042068,1.0,0.0,1.0,1.0,0.0
5.996644699683781,0.0152851232412743,0.2062296235199442,1.0,0.0,0.0,0.0,0.0
23.242855022118,3.120978725014899,0.4447939266204715,1.0,1.0,0.0,1.0,0.0
3.025864568608568,4.607975665143935,0.7174276740175448,1.0,0.0,0.0,0.0,0.0
130.34704276433706,0.4231516875330257,0.1563897314923115,1.0,0.0,0.0,1.0,1.0
2.193635808234389,2.466992849303672,1.1464000496889872,1.0,1.0,0.0,1.0,0.0
10.262157575020655,0.3104425545327264,2.135764748202387,1.0,1.0,0.0,1.0,0.0
13.093021946818835,5.134907342200645,4.973268613119418,1.0,1.0,0.0,0.0,0.0
6.502552538799148,0.0937489948435117,0.8826233063701189,1.0,0.0,0.0,0.0,0.0
0.8658185083181942,1.1007712213650376,0.1168375580686014,0.0,0.0,0.0,0.0,0.0
238.7400429644467,45.91116887379435,0.1707382544211805,1.0,0.0,0.0,0.0,0.0
6.408984135602414,16.535778630332846,0.2071322592700321,1.0,0.0,0.0,0.0,0.0
12.63661124276928,0.7294833896328358,5.606901410442541,1.0,0.0,0.0,0.0,0.0
58.16967368610398,2.1053179171918788,2.3527648834111856,1.0,1.0,0.0,1.0,0.0
393.85659231264566,0.2206998712509934,0.2515943050552329,1.0,0.0,0.0,0.0,0.0
18.045796012693813,0.8970802825040067,0.8060426493966139,1.0,0.0,0.0,1.0,0.0
26.215602801710773,0.1281811338237943,5.276682149841209,1.0,0.0,1.0,1.0,0.0
2.452934983435024,0.0077678382679612,0.6678409627404742,1.0,0.0,0.0,1.0,0.0
8.500492952848285,32.317327464225464,1.123722743412209,1.0,0.0,0.0,0.0,0.0
26.353941045486785,0.5217077647532331,6.9116873120474525,1.0,0.0,0.0,0.0,0.0
6.313206509515729,0.9670807803176924,3.2825162167660005,1.0,0.0,0.0,1.0,0.0
2.286363569533162,1.4584265695559624,0.4653284379370758,1.0,0.0,0.0,1.0,0.0
13.666127135840002,0.3159045539597291,1.252377767878195,1.0,0.0,0.0,0.0,0.0
11.067106727553004,0.4268279413726288,2.861144402114154,1.0,0.0,0.0,1.0,0.0
35.53762570356275,0.3460826579464313,1.108876695831357,1.0,0.0,0.0,1.0,0.0
2.7987007888209297,2.308785475162721,6.689793457624547,1.0,0.0,0.0,1.0,1.0
3.748730339489415,0.0893739033775073,2.6830769992687817,1.0,1.0,0.0,1.0,0.0
1.140358073350889,0.6966596109579776,1.380239052557815,0.0,0.0,0.0,0.0,0.0
7.725121149906028,44.69830601400536,1.0371716139915512,1.0,0.0,0.0,1.0,0.0
14.565016525743529,1.5191811125465802,1.0011387759517183,1.0,1.0,0.0,1.0,0.0
3.1672545447130283,0.3272239580537602,0.2353839875474049,1.0,1.0,0.0,1.0,0.0
14.772126832465476,16.596623474157735,0.1975285430890982,1.0,1.0,0.0,0.0,0.0
16.242642790126162,1.5243421994085498,9.083911902917794,1.0,0.0,0.0,1.0,1.0
4.785248318483185,0.8236295255160119,0.7127745563784095,1.0,1.0,0.0,1.0,0.0
85.47776225098274,0.995431256438292,0.5117552500558201,1.0,1.0,0.0,0.0,0.0
9.646926857660588,0.0406122285691589,1.2034170979074514,1.0,0.0,0.0,1.0,0.0
35.39481217897666,0.3878490584147614,0.7185917053551327,1.0,1.0,0.0,0.0,0.0
21.17011678663179,0.1765088732338723,0.6224703277921503,1.0,0.0,0.0,0.0,0.0
10.230827247572488,0.0988621077863442,1.373745020502418,1.0,1.0,0.0,1.0,0.0
26.40206702263949,3.3084787836738623,1.2985324813461796,1.0,0.0,0.0,1.0,0.0
14.864710994126913,0.5184455485625721,2.148333929451113,1.0,0.0,0.0,1.0,0.0
7.679349259461895,0.1865836671587884,2.3267349343508683,1.0,0.0,0.0,1.0,0.0
25.164226838281788,0.4899284363298963,38.67608717830954,1.0,0.0,0.0,0.0,0.0
11.873177297159584,0.0241683841161054,1.068171275945746,1.0,0.0,0.0,1.0,0.0
13.066752500321272,0.3272312418007734,0.8485550807236033,1.0,1.0,0.0,1.0,0.0
5.2241367062260045,0.0072252770883243,0.4777051698161027,1.0,1.0,0.0,0.0,0.0
5.172454313310673,2.203577573563813,3.9984365164975935,1.0,0.0,0.0,0.0,0.0
3.7705938413745983,0.2845415095488203,0.7385513037780074,1.0,0.0,0.0,0.0,0.0
33.834298813178734,11.214687794805332,0.5353272312469386,1.0,0.0,1.0,1.0,0.0
27.56082699972403,0.6923231144490819,2.984246058733416,1.0,0.0,0.0,1.0,0.0
2.7896416981691075,1.4062300938416152,0.173153347746826,1.0,0.0,0.0,1.0,0.0
15.18299042778127,5.854780625308229,1.3048833781343416,1.0,0.0,0.0,0.0,0.0
2.9725840584690757,7.954818867421606,0.3960913900140547,1.0,1.0,0.0,0.0,0.0
0.3096540059566655,0.2518730423073243,0.4492863914079569,0.0,0.0,1.0,0.0,0.0
24.98387082923673,17.960628320719607,0.1464656120015265,1.0,0.0,0.0,1.0,0.0
2.9753345973731773,12.538076193019524,0.1433694045151412,1.0,0.0,0.0,1.0,0.0
3.049120111360126,21.871837056717528,0.2721842869219631,1.0,0.0,0.0,0.0,0.0
